== run 1 - TF1 - GPU ==

10145,172357559204
74,91469383239746
75,45137405395508
74,85485076904297
75,70362091064453
75,35624504089355
75,3791332244873
75,57272911071777
75,85597038269043
75,19340515136719
74,93352890014648
74,99122619628906
74,93853569030762
75,04630088806152
75,42204856872559
75,13570785522461
75,52123069763184
80,36231994628906
79,88381385803223
80,57141304016113
79,79559898376465
79,95772361755371
80,41906356811523
80,65295219421387
80,29365539550781
79,33735847473145
79,08320426940918
79,01334762573242
80,1084041595459
79,22506332397461
80,3530216217041
79,64563369750977
79,47659492492676
93,69635581970215
93,8718318939209
93,39261054992676
94,35749053955078
93,85299682617188
93,86229515075684
93,16420555114746
93,73807907104492
93,52993965148926
94,10476684570312
93,33348274230957
93,70207786560059
93,39070320129395
93,14584732055664
93,21451187133789
102,82063484191895
102,88572311401367
102,35261917114258
102,6155948638916
102,98633575439453
102,42700576782227
103,2400131225586
102,21505165100098
102,81729698181152
102,57339477539062
102,48923301696777
102,72598266601562
102,45800018310547
102,38790512084961
101,88579559326172
102,72955894470215
102,75864601135254
102,85615921020508
102,56767272949219
103,0893325805664
102,48756408691406
101,63617134094238
102,65994071960449
102,1430492401123
102,83088684082031
103,13105583190918
102,21195220947266
102,70237922668457
102,78058052062988
102,69570350646973
102,52618789672852
102,52857208251953
102,81682014465332
102,0803451538086
102,13780403137207
102,01525688171387
102,25439071655273
101,776123046875
101,55653953552246
101,53055191040039
102,45418548583984
101,73487663269043
102,26869583129883
102,07724571228027
101,84955596923828
101,66430473327637
101,91679000854492
101,45354270935059
102,18071937561035
101,64070129394531
102,16808319091797
101,71318054199219
102,97989845275879
102,39887237548828
103,29008102416992
101,87530517578125
101,70149803161621
102,53357887268066
101,87983512878418
102,38790512084961
102,05435752868652
102,34189033508301
102,18572616577148
102,31328010559082
102,8134822845459
102,67210006713867
103,18851470947266
102,41007804870605
102,81682014465332
101,86266899108887
102,55551338195801
102,1571159362793
103,03950309753418
102,71906852722168
102,28133201599121
102,76293754577637
102,27608680725098
102,13088989257812
102,04696655273438
102,09918022155762
102,97679901123047
102,36573219299316
102,54740715026855
101,92012786865234
102,31947898864746
102,74839401245117
102,2500991821289
102,47111320495605
101,84001922607422
101,98688507080078
102,00119018554688
102,8749942779541
101,75704956054688
102,28300094604492
102,06365585327148
101,8986701965332
101,70412063598633
101,91702842712402
102,39863395690918
103,11555862426758
102,45895385742188
103,51896286010742
101,80163383483887
101,90176963806152
102,21314430236816
101,88722610473633
102,26917266845703
102,25176811218262
102,63752937316895
102,2179126739502
102,68878936767578
102,1890640258789
102,20718383789062
102,52261161804199
102,32043266296387
102,12516784667969
102,41413116455078
102,16474533081055
102,20909118652344
101,49574279785156
102,38838195800781
102,42152214050293
101,9446849822998
102,42509841918945
102,43821144104004
102,44894027709961
102,72979736328125
101,92346572875977
102,68187522888184
102,38361358642578
102,94485092163086
102,5841236114502
102,3101806640625
102,83041000366211
102,19526290893555
102,53691673278809
103,32942008972168
102,27560997009277
102,37240791320801
102,56552696228027
102,50401496887207
102,203369140625
102,0195484161377
102,06818580627441
102,39243507385254
101,88007354736328
102,04887390136719
102,07509994506836
102,42867469787598
102,2944450378418
102,16832160949707
102,01764106750488
102,58221626281738
102,65564918518066
102,54192352294922
102,5087833404541
101,81117057800293
102,7374267578125
