== TF1-GPU-IMAGE ==
75,43206214904785
74,6152400970459
74,80502128601074
75,89101791381836
74,90420341491699
74,83911514282227
74,79643821716309
74,67484474182129
74,62334632873535
74,92351531982422
74,72395896911621
74,26047325134277
74,19991493225098
74,71346855163574
74,43428039550781
74,26118850708008
74,83649253845215
75,26206970214844
74,80478286743164
74,5694637298584
75,54459571838379
75,0114917755127
74,48792457580566
74,62501525878906
75,65951347351074
74,75161552429199
74,83291625976562
74,67031478881836
74,83458518981934
74,33819770812988
-----
74,21422004699707
74,98788833618164
75,2403736114502
74,83053207397461
74,51629638671875
74,71632957458496
73,6689567565918
73,27008247375488
74,25045967102051
74,20039176940918
74,49173927307129
74,50580596923828
74,27811622619629
74,84126091003418
74,8739242553711
74,57542419433594
75,36578178405762
74,18489456176758
73,66776466369629
74,34892654418945
74,2800235748291
74,83911514282227
75,26254653930664
74,91850852966309
74,7523307800293
75,14309883117676
74,63335990905762
74,56064224243164
74,01204109191895
74,69797134399414
-----
74,67937469482422
75,27661323547363
75,19674301147461
74,29671287536621
73,9281177520752
74,67317581176758
75,14810562133789
75,47736167907715
74,61309432983398
74,74088668823242
75,10900497436523
74,9516487121582
74,7835636138916
74,78952407836914
74,57995414733887
74,83959197998047
75,1645565032959
74,7523307800293
74,57804679870605
74,62573051452637
74,68008995056152
74,4171142578125
74,89180564880371
75,18935203552246
74,28598403930664
74,72658157348633
74,88107681274414
74,44953918457031
74,21302795410156
74,22876358032227
-----
73,8515853881836
74,28312301635742
74,81145858764648
75,65903663635254
75,23870468139648
75,19817352294922
74,53489303588867
74,64218139648438
74,37705993652344
74,9518871307373
74,65362548828125
74,28860664367676
74,90110397338867
74,29909706115723
75,0875473022461
75,01745223999023
75,13904571533203
74,84197616577148
74,74374771118164
74,86915588378906
73,86374473571777
74,86772537231445
74,5248794555664
74,66864585876465
74,76806640625
74,59235191345215
74,81098175048828
74,54967498779297
74,96809959411621
76,45750045776367
-----
75,00672340393066
74,60951805114746
74,53298568725586
74,65553283691406
75,39558410644531
74,89323616027832
73,85444641113281
73,75955581665039
74,37300682067871
74,2487907409668
74,72872734069824
74,31483268737793
74,5840072631836
74,94187355041504
74,7988224029541
75,12068748474121
74,86867904663086
74,23734664916992
74,87082481384277
74,85103607177734
74,71489906311035
74,77974891662598
74,3558406829834
74,5234489440918
74,15294647216797
74,17726516723633
74,13887977600098
74,68748092651367
74,40662384033203
74,12576675415039
-----
74,7835636138916
74,99527931213379
74,71847534179688
74,55682754516602
74,86414909362793
75,14023780822754
74,54752922058105
75,0422477722168
74,5694637298584
74,71108436584473
74,93162155151367
75,09708404541016
74,73897933959961
74,81265068054199
74,61404800415039
75,42753219604492
74,67198371887207
74,55945014953613
74,60904121398926
75,44732093811035
74,94688034057617
75,55031776428223
74,86653327941895
74,69487190246582
74,56707954406738
74,27549362182617
75,11377334594727
74,65672492980957
74,6617317199707
74,27072525024414
-----
73,89640808105469
74,30624961853027
74,27859306335449
74,19180870056152
74,2342472076416
74,51391220092773
74,66912269592285
75,02293586730957
74,93472099304199
75,51765441894531
74,28812980651855
74,54156875610352
74,54991340637207
74,80621337890625
75,5014419555664
75,14595985412598
74,67198371887207
74,15509223937988
74,36347007751465
74,98502731323242
74,6755599975586
74,82719421386719
75,00123977661133
74,38254356384277
74,35154914855957
75,5615234375
75,13689994812012
75,65522193908691
75,54364204406738
74,97000694274902
-----
74,67913627624512
75,05154609680176
74,98526573181152
74,36537742614746
75,10089874267578
75,10066032409668
74,77402687072754
74,68223571777344
75,27875900268555
74,69916343688965
75,15621185302734
74,61071014404297
74,2330551147461
74,37300682067871
75,09279251098633
74,92280006408691
74,44381713867188
74,83243942260742
74,77092742919922
74,84912872314453
75,43826103210449
73,99582862854004
74,42617416381836
74,72729682922363
74,50246810913086
74,68581199645996
75,63161849975586
74,67985153198242
74,5081901550293
74,64265823364258
-----
74,5077133178711
74,89752769470215
74,56088066101074
74,64861869812012
74,59330558776855
74,80478286743164
74,69654083251953
75,11711120605469
74,61214065551758
74,78618621826172
74,56421852111816
74,74517822265625
74,76568222045898
74,60975646972656
74,54371452331543
75,24418830871582
74,48387145996094
75,01006126403809
74,53370094299316
74,26238059997559
74,67818260192871
75,07085800170898
75,35338401794434
75,73175430297852
74,83291625976562
74,91898536682129
74,95832443237305
74,09858703613281
74,27549362182617
74,35822486877441
-----
74,42355155944824
74,50556755065918
74,75495338439941
74,18084144592285
73,77910614013672
74,94783401489258
74,77712631225586
74,72348213195801
74,05209541320801
74,83673095703125
74,73969459533691
74,76925849914551
74,94211196899414
74,78690147399902
75,09183883666992
74,98550415039062
74,88274574279785
74,75066184997559
74,33009147644043
74,19657707214355
73,8077163696289
74,89657402038574
74,3718147277832
74,51534271240234
74,19133186340332
74,80216026306152
74,8295783996582
75,67453384399414
74,8128890991211
74,91493225097656
